index,Binance Official,Backtest,Bitcoin,CryptosAll,tracking_error
2023-02-18,0.0,0.0,0.0,0.0,0.0
2023-02-19,0.011440181819347917,0.009061670535603694,-0.014622878010064233,0.0023494894521804977,0.0023785112837442224
2023-02-20,0.011871517375840579,0.00683169149932783,0.02350220997570851,0.025266267632969575,0.005039825876512749
2023-02-21,-0.03479942057019558,-0.033289914549722965,-0.01570070283630265,-0.03468563283660686,-0.0015095060204726174
2023-02-22,-0.012182966450591803,-0.01235076485542641,-0.011039924489288477,-0.0062434351562459245,0.00016779840483460706
2023-02-23,-0.002245602208842068,-0.003202312282633124,-0.01000777017485166,-0.007353276923769192,0.0009567100737910561
2023-02-24,-0.04207313560880954,-0.04226647168309272,-0.031533153440656325,-0.04314124696684962,0.00019333607428317912
2023-02-25,-0.007946365341531592,-0.011078837237724959,-0.0012171510470647684,-0.01560918833665681,0.0031324718961933673
2023-02-26,0.015348413046838871,0.0175160185199692,0.017177475388725716,0.026834924381644587,-0.0021676054731303296
2023-02-27,0.006171349565618822,0.005946492964439276,-0.002664419429544096,-0.01393391963018753,0.0002248566011795461
2023-02-28,-0.02190287394625534,-0.023672375936668044,-0.014920766947512876,-0.0303868790515458,0.001769501990412703
2023-03-01,0.013742733447801747,0.012102390236029548,0.021061665219775483,0.03514138809469758,0.0016403432117721994
2023-03-02,-0.006459944929847916,-0.010017391102349449,-0.006925820296017959,-0.022138430065298143,0.0035574461725015327
2023-03-03,-0.027750779922517954,-0.025207291265236687,-0.04734561471993559,-0.04790516961056823,-0.0025434886572812676
2023-03-04,-0.01971431017790748,-0.022439687624572713,-0.0003475835117474624,-0.02467098534013168,0.0027253774466652336
2023-03-05,0.006749781728776716,0.0024994416976320544,0.00374419877412957,0.003788269386717058,0.0042503400311446615
2023-03-06,-0.0047217786727817845,-0.0027811509641417764,-0.0009023532516817534,-7.195167064344421e-05,-0.0019406277086400081
2023-03-07,-0.0046042158423692525,-0.004773525541931667,-0.009461847389558242,-0.01148645567297979,0.00016930969956241437
2023-03-08,-0.006159931846580702,-0.002573291573225056,-0.022187624448372745,-0.045787208876645114,-0.0035866402733556457
2023-03-09,-0.030012203346907906,-0.031435580907267946,-0.06188402538718385,-0.047593516152674264,0.0014233775603600396
2023-03-10,-0.015868842884915635,-0.010382816624437186,-0.010388356475865557,0.0039608505004251615,-0.005486026260478449
2023-03-11,-0.004246673347400032,-0.013420316029325474,0.015137943167206735,-0.018481492417144807,0.009173642681925442
2023-03-12,0.00616008024458381,0.0005518598036320377,0.07535199183798391,0.0940153869858722,0.005608220440951772
2023-03-13,0.022667945109531074,0.016418059623399817,0.09621127502658289,0.04489348897762979,0.006249885486131257
2023-03-14,-0.0016160710029055059,0.011656179999019578,0.023096210086640312,0.028718203040688506,-0.013272251001925084
2023-03-15,-0.014231140426297029,-0.018423951985329978,-0.01559560623435119,-0.07113623810329595,0.0041928115590329496
2023-03-16,0.020741837268831276,0.018546420961163435,0.02936383034267953,0.021812673965669216,0.0021954163076678412
2023-03-17,0.037834653783016314,0.034040343616121405,0.09585867790348179,0.07433108215578721,0.0037943101668949097
2023-03-18,-0.021093248215504845,-0.010643309765911435,-0.017800244057976755,-0.033839937960440825,-0.01044993844959341
2023-03-19,0.01182576276131897,0.00927842871393092,0.039594179910500626,0.019526175373428156,0.00254733404738805
2023-03-20,-0.01443949522236987,-0.02202288166281996,-0.009146719660871439,-0.04876767296612705,0.007583386440450091
2023-03-21,0.02811878952130109,0.008962166732254806,0.014015220256441863,0.052370412215097195,0.019156622789046285
2023-03-22,-0.045357840399000815,-0.04437683673801707,-0.030403334297558482,-0.038597045336878466,-0.000981003660983748
2023-03-23,0.03134361114920203,0.025231176238209807,0.038326709104299805,0.0352070300305134,0.006112434910992226
2023-03-24,-0.017326741764644882,-0.02301815699902232,-0.029720014659621374,-0.04214900485007356,0.005691415234377439
2023-03-25,0.007370352570810423,0.006487987506585968,0.0003088750210802349,-0.011793457084679382,0.0008823650642244552
2023-03-26,0.009121721713294617,0.00770042369151458,0.018392051837111456,0.019322832135841406,0.0014212980217800375
2023-03-27,-0.001673638989192483,-8.354313991643103e-05,-0.030146542215134797,-0.03482905933415481,-0.001590095849276052
2023-03-28,0.029383312902263814,0.02206068985112064,0.005019740157663266,0.02914417830997751,0.007322623051143173
2023-03-29,0.02960367074051029,0.021121309865257176,0.03989315166279228,0.03416118668519741,0.008482360875253114
2023-03-30,0.006051730349735829,0.004987658449842947,-0.011290504645732002,-0.015135609186674115,0.0010640718998928822
2023-03-31,0.02797953914652207,0.02623450054836507,0.015585191231934026,0.029324133473567437,0.0017450385981570005
2023-04-01,-0.025337455664817488,-0.023887168506122047,-0.00044369718141634706,0.0021745967146964418,-0.0014502871586954402
2023-04-02,-0.0035726735348042826,-0.0025609187095588792,-0.0098711090289052,-0.016448955420413913,-0.0010117548252454034
2023-04-03,-0.009980455380222963,-0.009980455380222963,-0.013200046713263913,0.006364408370351571,0.0
2023-04-04,-0.0043089765855832685,-0.0043089765855832685,0.013146402877697971,0.014566074484613889,0.0
2023-04-05,-0.0026017116104167792,-0.002667423326280005,0.00016119028015504355,0.005368501639367196,6.571171586322588e-05
2023-04-06,-0.01887256558547412,-0.017469343445167373,-0.004834574073633635,-0.016141242191122118,-0.001403222140306748
2023-04-07,-0.0033026033605477734,-0.0038254220883786605,-0.004547721288072681,-0.005570015373171255,0.0005228187278308871
2023-04-08,-0.00936573923281292,-0.007961356315173473,0.0011484849494720617,-0.009878008680566985,-0.0014043829176394462
2023-04-09,0.0045601462265418835,0.005491948299268579,0.013793927922807203,0.007275598194026234,-0.0009318020727266951
2023-04-10,0.015092260603837504,0.013359001059565223,0.046377317135860574,0.026694859715564512,0.001733259544272281
2023-04-11,-0.007926446320881686,-0.003141496253190601,0.01899900598366777,0.0029357457339278525,-0.004784950067691085
2023-04-12,-0.005636592949797792,-0.005057345229656174,-0.010342571394702404,0.0006939477208953715,-0.000579247720141618
2023-04-13,0.014592852280616242,0.0038874385606000317,0.01625297317625396,0.02822910530241729,0.01070541372001621
2023-04-14,0.008221609478305414,0.011655508288691552,0.003064808400913499,0.02302246022606047,-0.003433898810386138
2023-04-15,0.002547507180363562,0.004011920702828187,-0.005640213831849872,0.00558449194494548,-0.0014644135224646249
2023-04-16,0.009024753344554881,0.007265364613387115,0.0003155626868909245,0.015105276614025609,0.0017593887311677658
2023-04-17,-0.014788788896596516,-0.014788788896596516,-0.028852997807267244,-0.018451968127767393,0.0
2023-04-18,0.031656724906718336,0.031656724906718336,0.03227085582293321,0.025806120071246497,0.0
2023-04-19,-0.07696292917892023,-0.07696292917892023,-0.05210366948529643,-0.07840582850318845,0.0
2023-04-20,-0.02820684538777718,-0.0269516609700009,-0.019218949130294316,-0.02378285657757795,-0.0012551844177762783
2023-04-21,-0.03819214563084683,-0.04016122929255439,-0.03472674388756414,-0.04502605623292766,0.0019690836617075602
2023-04-22,0.010549492362058821,0.010946807886694332,0.020321067064179577,0.021096776556124963,-0.0003973155246355109
2023-04-23,-0.01191987188642829,-0.013313432945442072,-0.00813355933543869,-0.01487661096688686,0.0013935610590137815
2023-04-24,-0.0034230920757363226,-0.004220029497899347,-0.002887577653258644,-0.0037788156085466484,0.0007969374221630243
2023-04-25,0.0066381020778660815,0.011841045391927096,0.02871077059190652,0.01842360374528096,-0.005202943314061015
2023-04-26,-0.016554350206957835,-0.009079730488791737,0.004045823455811615,-0.018932607727019435,-0.007474619718166098
2023-04-27,0.0187668503616083,0.020269593947894293,0.03721517535101704,0.024712247810023236,-0.0015027435862859928
2023-04-28,0.01313550463934976,0.010530572725501397,-0.005465044513970008,0.00210445688308325,0.002604931913848363
2023-04-29,0.007520494566502833,0.006183868561617123,-0.002771930662499922,0.012203222655325474,0.0013366260048857104
2023-04-30,-0.008094750991530564,-0.009646110617525072,9.442208382015593e-05,-0.01865652597604095,0.0015513596259945084
2023-05-01,-0.0433850631114141,-0.038092358213901556,-0.039850225137779915,-0.023380910766643614,-0.005292704897512546
2023-05-02,0.0007252130105042109,-0.003522433673725067,0.02143346256590184,0.006112913293901512,0.004247646684229278
2023-05-03,0.007628185680996102,0.00795752016503748,0.012427685381093623,0.012288055177983814,-0.000329334484041377
2023-05-04,0.00020517335907244139,-8.996622583712366e-05,-0.006476915995777599,-0.015279030256936998,0.00029513958490956504
2023-05-05,0.01365366311355043,0.01153002614947618,0.023144680520532646,0.02108007516957966,0.002123636964074249
2023-05-06,-0.016508465157185515,-0.016627112625597462,-0.02228084760830229,-0.038162230718606915,0.00011864746841194762
2023-05-07,-0.0050905281663033985,-0.009317943588414535,-0.01449310528906489,-0.006855820273416358,0.004227415422111136
2023-05-08,-0.0038799003622528305,0.0014928007430636825,-0.02677830890499855,-0.04546955895843219,-0.005372701105316513
2023-05-09,0.004272676342406356,-0.0010214087594276888,-0.0014644659199046783,-0.0005202462009078479,0.005294085101834045
2023-05-10,-0.007782540758505818,-0.008594790217517634,-0.0010684708090662465,0.009095439477592171,0.0008122494590118157
2023-05-11,-0.011535822405612572,-0.006414674634720785,-0.02283183115177323,-0.02767116912833467,-0.005121147770891787
