,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-28 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00,2023-07-29 00:00:00
,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30
,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,
,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank
BTC,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.2141315409107479,1.0,-0.01825203882363613,13.0,-0.03204562842603642,17.0,-0.025376852594688026,19.0,0.0,0.0,-0.16666666666666666,-0.05555555555555555,0.2105441122694826,1.0,-0.019955057321808245,14.0,-0.028127321936386562,16.0,-0.037275542568456554,19.0
ETH,0.0,0.0,0.0,0.0,0.3107824111118098,1.0,-0.01213360671723207,11.0,0.004798310137033246,12.0,0.025256835264384714,16.0,0.0,0.0,0.0,0.0,0.3086770762497542,1.0,-0.008228186569100404,9.0,0.005523942452222208,12.0,0.01139315007100472,15.0
XRP,0.17777777777777778,0.17777777777777778,0.10833333333333334,0.15462962962962964,2.1942223012404805,0.29542243742531177,-0.0248892664538114,16.0,0.6695334523174181,1.0,0.6900119129978768,1.0,0.17777777777777778,0.17777777777777778,0.10833333333333334,0.15462962962962964,2.1951213865397707,0.2962325192085275,-0.04059419145022225,18.0,0.6776762524775537,1.0,0.6539972322719503,1.0
BNB,0.0,0.0,0.0,0.0,0.32904014529595366,1.0,0.007077435470441262,7.0,0.02369868810833653,10.0,0.049002601908065824,14.0,0.0,0.0,0.0,0.0,0.3279684443562326,1.0,0.004152823920265725,7.0,0.032891926527124804,10.0,0.0373230373230371,14.0
DOGE,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.5366115720163506,1.0,0.12394407224002313,2.0,0.17404533698463398,4.0,0.23333866070001585,6.0,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.5363910648462968,1.0,0.11366557189775817,2.0,0.19323745410036697,4.0,0.22973825291706063,6.0
ADA,0.0,0.0,0.0,0.0,0.7972714533675088,0.7864839950741022,0.001581011128111598,8.0,0.09800369190014302,7.0,0.1959148491396463,7.0,0.0,0.0,-0.027777777777777776,-0.009259259259259259,0.7937624483924952,0.8152806641383373,-0.027713960196361742,15.0,0.12527915979002224,7.0,0.16289750379463053,7.0
SOL,0.12222222222222223,0.12222222222222223,0.09444444444444444,0.11296296296296297,0.8193864537042498,0.7815423067893122,-0.022871682392755055,14.0,0.1510276038042555,5.0,0.5362231559695654,3.0,0.12222222222222223,0.12222222222222223,0.052777777777777785,0.09907407407407409,0.7494617398689252,0.7932764778591418,-0.036929742284980804,16.0,0.18599818814050884,5.0,0.37875527048100155,3.0
TRX,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.28283836870886203,1.0,0.0661820005013789,4.0,0.062320469589109306,8.0,0.15335593220338994,10.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.28694173470190126,1.0,0.04582243805254649,3.0,0.08402168301497182,8.0,0.12813969106783074,10.0
LTC,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.9615982090156453,0.6645220234086728,-0.0010197123305569766,9.0,-0.04133714525798926,18.0,0.17757326772228277,8.0,0.0,0.0,-0.027777777777777776,-0.009259259259259259,0.9607021784108376,0.6759579977435508,-0.0064880544491841,8.0,-0.02714863016435254,15.0,0.15099308184485816,8.0
MATIC,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.7035977954223164,0.8790933863865812,-0.03535286796413406,18.0,0.05880462290298638,9.0,0.16277731375707005,9.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.7027335465432721,0.9238232470723623,-0.03865101882929933,17.0,0.04989315367408431,9.0,0.1476610130313758,9.0
DOT,0.0,0.0,0.0,0.0,0.4011928986679944,1.0,0.007334491410924127,6.0,0.017745709828392853,11.0,0.06968641114982566,13.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.3971306250030417,1.0,0.009628345850182685,5.0,0.03188348750245962,11.0,0.05175526579739187,11.0
BCH,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.819406888527323,0.7922263992041875,-0.009037846331723554,10.0,-0.05251403796891052,19.0,0.04010855867266261,15.0,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.7329931887202289,0.7932566946907303,-0.013285520881466506,11.0,-0.046710368808543734,19.0,-0.01855665757277536,18.0
AVAX,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.4601862729482809,1.0,-0.04202898550724632,19.0,-0.030198567546738553,16.0,0.0712601447130643,12.0,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.45466239172581496,1.0,-0.05718370264474626,19.0,-0.02827008898013783,17.0,0.04199205163356767,13.0
XLM,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.9690260153058154,0.32950663094657867,0.07077050282193187,3.0,0.5808056496179097,2.0,0.5697840962839207,2.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.9700247861085878,0.3301124489708921,0.008153366313475185,6.0,0.5916541938228859,2.0,0.5433277687410947,2.0
LINK,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.8769668970346111,0.7258166989368304,0.13695740399930023,1.0,0.27023133072809946,3.0,0.35375606205218646,4.0,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.8776850392798073,0.7411910326352337,0.13514167642435382,1.0,0.2783894183035669,3.0,0.3348890297627518,4.0
UNI,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5386302300943115,1.0,0.018822077998400966,5.0,0.14670305835412134,6.0,0.23732013629261317,5.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.5380287224965253,1.0,0.03899450483530398,4.0,0.16621364840818975,6.0,0.23373121660744878,5.0
ATOM,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.40137444106827724,1.0,-0.02842377260981943,17.0,-0.019982623805386956,13.0,-0.011176857330703616,18.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.3983647814427396,1.0,-0.016986062717769923,12.0,-0.04222363674941676,18.0,0.005793226381461514,16.0
XMR,0.0,0.0,-0.12499999999999999,-0.041666666666666664,0.20713846966225732,1.0,-0.023367285799880233,15.0,-0.026284348864993645,15.0,-0.010321797207042516,17.0,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.2068583055073531,1.0,-0.019903498190591118,13.0,-0.020494273658830164,14.0,-0.00854179377669273,17.0
ETC,0.0,0.0,-0.027777777777777776,-0.009259259259259259,0.6095702816402646,1.0,-0.014094194738098031,12.0,-0.022964685695468612,14.0,0.07584077013543666,11.0,0.0,0.0,0.0,0.0,0.6036037366453242,1.0,-0.013277414302975132,10.0,-0.0051689322987590325,13.0,0.04699112897358759,12.0
